Manufacturer,Model,Category,Fuel type,Gear box type,Drive wheels,Doors,Wheel,Color,Leather interior,Manufacturer_cleaned,Model_cleaned,Category_cleaned,Fuel type_cleaned,Gear box type_cleaned,Drive wheels_cleaned,Doors_cleaned,Wheel_cleaned,Color_cleaned,Leather interior_cleaned,Manufacturer_scaled,Model_scaled,Category_scaled,Fuel type_scaled,Gear box type_scaled,Drive wheels_scaled,Doors_scaled,Wheel_scaled,Color_scaled,Leather interior_scaled,Levy,Prod. year,Engine volume,Mileage,Cylinders,Airbags,Levy_cleaned,Prod. year_cleaned,Engine volume_cleaned,isTurbo,Mileage_cleaned,Cylinders_cleaned,Airbags_cleaned,Levy_scaled,Prod. year_scaled,Engine volume_scaled,Mileage_scaled,Cylinders_scaled,Airbags_scaled,Price
TOYOTA,Aqua,Sedan,Hybrid,Automatic,Front,04-May,Right-hand drive,White,No,TOYOTA,AQUA,SEDAN,HYBRID,AUTOMATIC,FRONT,4,RIGHT-HAND DRIVE,WHITE,NO,14378.2583811,16508.7922786,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,8945.6475385,18498.8401849,23533.4518021,1266,2014,1.5,138000 km,4.0000000,4,1266,2014,1.5000000,0,138000,4.0000000,4,0.1080758,0.9259259,0.0750000,0.0000643,0.2000000,0.2500000,8900
JEEP,Grand Cherokee,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,Green,Yes,JEEP,GRAND CHEROKEE,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,GREEN,YES,23687.6563154,20073.8650923,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,9189.5495385,18478.9556784,-,1994,4,335000 km,6.0000000,0,0,1994,4.0000000,0,335000,6.0000000,0,0.0000000,0.6790123,0.2000000,0.0001560,0.3333333,0.0000000,9408
MERCEDES-BENZ,E 550,Sedan,Petrol,Tiptronic,Rear,04-May,Left wheel,Silver,Yes,MERCEDES-BENZ,E 550,SEDAN,PETROL,TIPTRONIC,REAR,4,LEFT WHEEL,SILVER,YES,18318.5683697,21610.8016237,14159.5858168,17162.3155529,25387.1017835,17448.8573494,17089.9312887,20737.4846683,15333.5653059,18478.9556784,-,1999,3.2,150000 km,6.0000000,6,0,1999,3.2000000,0,150000,6.0000000,6,0.0000000,0.7407407,0.1600000,0.0000698,0.3333333,0.3750000,9408
TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,Blue,Yes,TOYOTA,CAMRY,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,BLUE,YES,14378.2583811,12742.1087257,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,51432.4322560,18478.9556784,779,2013,2.5,136861 km,4.0000000,0,779,2013,2.5000000,0,136861,4.0000000,0,0.0665016,0.9135802,0.1250000,0.0000637,0.2000000,0.0000000,1803
MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Left wheel,Black,Yes,MERCEDES-BENZ,E 350,SEDAN,DIESEL,AUTOMATIC,4X4,4,LEFT WHEEL,BLACK,YES,18318.5683697,11656.3850257,14159.5858168,36298.9310787,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1053,2014,3.5,219030 km,6.0000000,12,1053,2014,3.5000000,0,219030,6.0000000,12,0.0898924,0.9259259,0.1750000,0.0001020,0.3333333,0.7500000,29793
TOYOTA,RAV 4,Jeep,Petrol,Tiptronic,4x4,04-May,Left wheel,Grey,No,TOYOTA,RAV 4,JEEP,PETROL,TIPTRONIC,4X4,4,LEFT WHEEL,GREY,NO,14378.2583811,22700.0802101,23520.2505712,17162.3155529,25387.1017835,18911.5534039,17089.9312887,20737.4846683,19423.6326880,23533.4518021,-,2015,2.5,60800 km,4.0000000,8,0,2015,2.5000000,0,60800,4.0000000,8,0.0000000,0.9382716,0.1250000,0.0000283,0.2000000,0.5000000,40769
TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Left wheel,White,No,TOYOTA,PRIUS,HATCHBACK,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,NO,14378.2583811,11460.6154719,11346.8436235,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,23533.4518021,353,2015,1.8,159000 km,4.0000000,12,353,2015,1.8000000,0,159000,4.0000000,12,0.0301349,0.9382716,0.0900000,0.0000740,0.2000000,0.7500000,22266
CHEVROLET,Cruze,Sedan,Diesel,Automatic,Front,04-May,Left wheel,Black,Yes,CHEVROLET,CRUZE,SEDAN,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,15631.2040472,11885.9585091,14159.5858168,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,641,2012,2,52312 km,4.0000000,4,641,2012,2.0000000,0,52312,4.0000000,4,0.0547208,0.9012346,0.1000000,0.0000244,0.2000000,0.2500000,9408
HYUNDAI,Elantra,Sedan,LPG,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,ELANTRA,SEDAN,LPG,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,15977.3790731,14159.5858168,13617.4413579,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,831,2017,1.6,110000 km,4.0000000,4,831,2017,1.6000000,0,110000,4.0000000,4,0.0709408,0.9629630,0.0800000,0.0000512,0.2000000,0.2500000,23678
HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,SONATA,SEDAN,LPG,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,13621.9359885,14159.5858168,13617.4413579,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,891,2016,2,26729 km,4.0000000,4,891,2016,2.0000000,0,26729,4.0000000,4,0.0760628,0.9506173,0.1000000,0.0000124,0.2000000,0.2500000,20698
VOLKSWAGEN,Caddy,Pickup,Diesel,Manual,Front,02-Mar,Left wheel,White,No,VOLKSWAGEN,CADDY,PICKUP,DIESEL,MANUAL,FRONT,2,LEFT WHEEL,WHITE,NO,11764.1629492,15935.5511163,29076.2383206,36298.9310787,39404.6623373,20599.3767854,85611.0594215,20737.4846683,18498.8401849,23533.4518021,-,1999,1.9,260000 km,4.0000000,2,0,1999,1.9000000,0,260000,4.0000000,2,0.0000000,0.7407407,0.0950000,0.0001211,0.2000000,0.1250000,5331
CHEVROLET,Lacetti,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,CHEVROLET,LACETTI,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,15631.2040472,10000.6296744,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,790,2009,1.6,119806 km,4.0000000,4,790,2009,1.6000000,0,119806,4.0000000,4,0.0674407,0.8641975,0.0800000,0.0000558,0.2000000,0.2500000,11704
CHEVROLET,Captiva,Jeep,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,CHEVROLET,CAPTIVA,JEEP,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,15631.2040472,18327.8893718,23520.2505712,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,751,2013,2.4,132429 km,4.0000000,12,751,2013,2.4000000,0,132429,4.0000000,12,0.0641113,0.9135802,0.1200000,0.0000617,0.2000000,0.7500000,1960
MERCEDES-BENZ,C 300,Sedan,Petrol,Tiptronic,Rear,04-May,Left wheel,White,Yes,MERCEDES-BENZ,C 300,SEDAN,PETROL,TIPTRONIC,REAR,4,LEFT WHEEL,WHITE,YES,18318.5683697,17061.1231568,14159.5858168,17162.3155529,25387.1017835,17448.8573494,17089.9312887,20737.4846683,18498.8401849,18478.9556784,-,2007,3,1000 km,6.0000000,0,0,2007,3.0000000,0,1000,6.0000000,0,0.0000000,0.8395062,0.1500000,0.0000005,0.3333333,0.0000000,20385
FORD,Transit 135,Microbus,Diesel,Manual,Rear,>5,Left wheel,Yellow,No,FORD,TRANSIT 135,MICROBUS,DIESEL,MANUAL,REAR,5,LEFT WHEEL,YELLOW,NO,16689.1262008,19851.7817860,19041.3038388,36298.9310787,39404.6623373,17448.8573494,21355.5293400,20737.4846683,18422.3301379,23533.4518021,1995,2003,2.4 Turbo,193000 km,4.0000000,2,1995,2003,2.4000000,1,193000,4.0000000,2,0.1703090,0.7901235,0.1200000,0.0000899,0.2000000,0.1250000,14113
HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,HYUNDAI,SONATA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,21956.5739967,13621.9359885,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,707,2011,2,169765 km,4.0000000,12,707,2011,2.0000000,0,169765,4.0000000,12,0.0603551,0.8888889,0.1000000,0.0000791,0.2000000,0.7500000,3607
TOYOTA,Aqua,Hatchback,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,TOYOTA,AQUA,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,14378.2583811,16508.7922786,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,501,2014,1.5,14486 km,4.0000000,4,501,2014,1.5000000,0,14486,4.0000000,4,0.0427693,0.9259259,0.0750000,0.0000067,0.2000000,0.2500000,24239
HYUNDAI,Elantra,Sedan,Diesel,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,ELANTRA,SEDAN,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,15977.3790731,14159.5858168,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,730,2016,1.6,50051 km,4.0000000,4,730,2016,1.6000000,0,50051,4.0000000,4,0.0623186,0.9506173,0.0800000,0.0000233,0.2000000,0.2500000,20491
TOYOTA,Aqua,Hatchback,Petrol,Automatic,Front,04-May,Left wheel,White,Yes,TOYOTA,AQUA,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,14378.2583811,16508.7922786,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,502,2013,1.5,59000 km,4.0000000,4,502,2013,1.5000000,0,59000,4.0000000,4,0.0428547,0.9135802,0.0750000,0.0000275,0.2000000,0.2500000,28532
LEXUS,CT 200h,Hatchback,Hybrid,Automatic,Front,04-May,Left wheel,White,Yes,LEXUS,CT 200H,HATCHBACK,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,19295.3661710,10525.0489469,11346.8436235,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,586,2012,1.8,174106 km,4.0000000,0,586,2012,1.8000000,0,174106,4.0000000,0,0.0500256,0.9012346,0.0900000,0.0000811,0.2000000,0.0000000,1490
TOYOTA,Aqua,Hatchback,Petrol,Automatic,Front,04-May,Left wheel,Orange,Yes,TOYOTA,AQUA,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,ORANGE,YES,14378.2583811,16508.7922786,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,14132.4263301,18478.9556784,503,2012,1.5,64400 km,4.0000000,4,503,2012,1.5000000,0,64400,4.0000000,4,0.0429401,0.9012346,0.0750000,0.0000300,0.2000000,0.2500000,22197
CHEVROLET,Cruze,Sedan,Petrol,Automatic,Front,04-May,Right-hand drive,Beige,No,CHEVROLET,CRUZE,SEDAN,PETROL,AUTOMATIC,FRONT,4,RIGHT-HAND DRIVE,BEIGE,NO,15631.2040472,11885.9585091,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,8945.6475385,17070.8028294,23533.4518021,1187,2014,1.4 Turbo,126000 km,4.0000000,6,1187,2014,1.4000000,1,126000,4.0000000,6,0.1013317,0.9259259,0.0700000,0.0000587,0.2000000,0.3750000,10976
HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,TUCSON,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,30227.4491721,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,765,2015,2,60000 km,4.0000000,4,765,2015,2.0000000,0,60000,4.0000000,4,0.0653065,0.9382716,0.1000000,0.0000279,0.2000000,0.2500000,37580
TOYOTA,Prius,Jeep,Hybrid,Automatic,Front,04-May,Left wheel,Grey,Yes,TOYOTA,PRIUS,JEEP,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,14378.2583811,11460.6154719,23520.2505712,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,645,2011,1.8,489584 km,4.0000000,12,645,2011,1.8000000,0,489584,4.0000000,12,0.0550623,0.8888889,0.0900000,0.0002280,0.2000000,0.7500000,5018
NISSAN,Note,Hatchback,Petrol,Automatic,Front,04-May,Right-hand drive,White,No,NISSAN,NOTE,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,RIGHT-HAND DRIVE,WHITE,NO,10207.3300496,8840.8087054,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,8945.6475385,18498.8401849,23533.4518021,1032,2012,1.2,181000 km,4.0000000,4,1032,2012,1.2000000,0,181000,4.0000000,4,0.0880997,0.9012346,0.0600000,0.0000843,0.2000000,0.2500000,10663
SUZUKI,Samurai,Jeep,CNG,Manual,4x4,02-Mar,Left wheel,Green,Yes,SUZUKI,SAMURAI,JEEP,CNG,MANUAL,4X4,2,LEFT WHEEL,GREEN,YES,14529.6297039,20898.0743510,23520.2505712,9029.0145166,39404.6623373,18911.5534039,85611.0594215,20737.4846683,9189.5495385,18478.9556784,-,1984,1.6,100000 km,4.0000000,0,0,1984,1.6000000,0,100000,4.0000000,0,0.0000000,0.5555556,0.0800000,0.0000466,0.2000000,0.0000000,10976
CHEVROLET,Captiva,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Black,Yes,CHEVROLET,CAPTIVA,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,15631.2040472,18327.8893718,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,694,2014,2.2,195691 km,4.0000000,4,694,2014,2.2000000,0,195691,4.0000000,4,0.0592453,0.9259259,0.1100000,0.0000911,0.2000000,0.2500000,19613
BMW,M5 Japan,Sedan,Petrol,Manual,Rear,04-May,Left wheel,Blue,Yes,BMW,M5 JAPAN,SEDAN,PETROL,MANUAL,REAR,4,LEFT WHEEL,BLUE,YES,21076.6479150,19851.7817860,14159.5858168,17162.3155529,39404.6623373,17448.8573494,17089.9312887,20737.4846683,51432.4322560,18478.9556784,-,2006,5,97000 km,10.0000000,10,0,2006,5.0000000,0,97000,10.0000000,10,0.0000000,0.8271605,0.2500000,0.0000452,0.6000000,0.6250000,45473
VOLKSWAGEN,Golf TDI,Hatchback,Diesel,Manual,Front,02-Mar,Left wheel,White,No,VOLKSWAGEN,GOLF TDI,HATCHBACK,DIESEL,MANUAL,FRONT,2,LEFT WHEEL,WHITE,NO,11764.1629492,20014.2561691,11346.8436235,36298.9310787,39404.6623373,20599.3767854,85611.0594215,20737.4846683,18498.8401849,23533.4518021,-,2012,2.0 Turbo,130000 km,4.0000000,10,0,2012,2.0000000,1,130000,4.0000000,10,0.0000000,0.9012346,0.1000000,0.0000605,0.2000000,0.6250000,15367
HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,HYUNDAI,ELANTRA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,21956.5739967,15977.3790731,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,831,2017,1.6,56378 km,4.0000000,4,831,2017,1.6000000,0,56378,4.0000000,4,0.0709408,0.9629630,0.0800000,0.0000263,0.2000000,0.2500000,25729
BMW,335,Coupe,Petrol,Automatic,4x4,02-Mar,Left wheel,Black,Yes,BMW,335,COUPE,PETROL,AUTOMATIC,4X4,2,LEFT WHEEL,BLACK,YES,21076.6479150,18801.1408930,21840.5164177,17162.3155529,16011.0486705,18911.5534039,85611.0594215,20737.4846683,18086.8626653,18478.9556784,1018,2011,3,143950 km,6.0000000,12,1018,2011,3.0000000,0,143950,6.0000000,12,0.0869046,0.8888889,0.1500000,0.0000670,0.3333333,0.7500000,6586
MITSUBISHI,Outlander SPORT,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,Silver,No,MITSUBISHI,OUTLANDER SPORT,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,SILVER,NO,14611.9783528,20666.6761163,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,15333.5653059,23533.4518021,639,2014,2,83516 km,4.0000000,8,639,2014,2.0000000,0,83516,4.0000000,8,0.0545501,0.9259259,0.1000000,0.0000389,0.2000000,0.5000000,18660
BMW,535,Sedan,Petrol,Automatic,Rear,04-May,Left wheel,Black,Yes,BMW,535,SEDAN,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,BLACK,YES,21076.6479150,28172.7171628,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18086.8626653,18478.9556784,915,2014,3,0 km,6.0000000,12,915,2014,3.0000000,0,0,6.0000000,12,0.0781117,0.9259259,0.1500000,0.0000000,0.3333333,0.7500000,3450
HONDA,FIT,Hatchback,Petrol,Automatic,Front,04-May,Left wheel,Blue,Yes,HONDA,FIT,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLUE,YES,14390.6988168,11780.7836977,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,51432.4322560,18478.9556784,691,2017,1.3,69968 km,4.0000000,4,691,2017,1.3000000,0,69968,4.0000000,4,0.0589892,0.9629630,0.0650000,0.0000326,0.2000000,0.2500000,17694
FORD,Transit,Microbus,Diesel,Manual,Front,02-Mar,Left wheel,White,No,FORD,TRANSIT,MICROBUS,DIESEL,MANUAL,FRONT,2,LEFT WHEEL,WHITE,NO,16689.1262008,14298.8415561,19041.3038388,36298.9310787,39404.6623373,20599.3767854,85611.0594215,20737.4846683,18498.8401849,23533.4518021,-,2007,2.2 Turbo,0 km,5.0000000,0,0,2007,2.2000000,1,0,5.0000000,0,0.0000000,0.8395062,0.1100000,0.0000000,0.2666667,0.0000000,15053
MERCEDES-BENZ,CLK 320,Coupe,Petrol,Tiptronic,Rear,02-Mar,Left wheel,Silver,Yes,MERCEDES-BENZ,CLK 320,COUPE,PETROL,TIPTRONIC,REAR,2,LEFT WHEEL,SILVER,YES,18318.5683697,16043.2386163,21840.5164177,17162.3155529,25387.1017835,17448.8573494,85611.0594215,20737.4846683,15333.5653059,18478.9556784,-,1999,3.2,237000 km,6.0000000,12,0,1999,3.2000000,0,237000,6.0000000,12,0.0000000,0.7407407,0.1600000,0.0001104,0.3333333,0.7500000,11290
VOLKSWAGEN,Jetta,Sedan,Diesel,Automatic,Front,04-May,Left wheel,Black,Yes,VOLKSWAGEN,JETTA,SEDAN,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,11764.1629492,11516.5818155,14159.5858168,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,584,2014,1.8,213698 km,4.0000000,12,584,2014,1.8000000,0,213698,4.0000000,12,0.0498549,0.9259259,0.0900000,0.0000995,0.2000000,0.7500000,627
SUBARU,Forester,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,Silver,Yes,SUBARU,FORESTER,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,SILVER,YES,10017.6110059,10204.5104854,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,15333.5653059,18478.9556784,781,2012,2.5,260133 km,4.0000000,0,781,2012,2.5000000,0,260133,4.0000000,0,0.0666724,0.9012346,0.1250000,0.0001211,0.2000000,0.0000000,4861
VOLKSWAGEN,Caddy,Goods wagon,Diesel,Manual,Front,04-May,Left wheel,White,No,VOLKSWAGEN,CADDY,GOODS WAGON,DIESEL,MANUAL,FRONT,4,LEFT WHEEL,WHITE,NO,11764.1629492,15935.5511163,234177.2442192,36298.9310787,39404.6623373,20599.3767854,17089.9312887,20737.4846683,18498.8401849,23533.4518021,966,2009,2.0 Turbo,238000 km,4.0000000,2,966,2009,2.0000000,1,238000,4.0000000,2,0.0824654,0.8641975,0.1000000,0.0001108,0.2000000,0.1250000,10017
LEXUS,NX 200,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,Grey,Yes,LEXUS,NX 200,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,GREY,YES,19295.3661710,26897.4545240,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,19423.6326880,18478.9556784,1017,2017,2,54120 km,4.0000000,12,1017,2017,2.0000000,0,54120,4.0000000,12,0.0868192,0.9629630,0.1000000,0.0000252,0.2000000,0.7500000,31988
HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,TUCSON,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,30227.4491721,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,770,2016,1.7,101248 km,4.0000000,4,770,2016,1.7000000,0,101248,4.0000000,4,0.0657333,0.9506173,0.0850000,0.0000471,0.2000000,0.2500000,34406
BMW,750,Sedan,Petrol,Automatic,Rear,04-May,Left wheel,Blue,Yes,BMW,750,SEDAN,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,BLUE,YES,21076.6479150,26029.8925328,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,51432.4322560,18478.9556784,1304,2013,4.4,87243 km,8.0000000,12,1304,2013,4.4000000,0,87243,8.0000000,12,0.1113198,0.9135802,0.2200000,0.0000406,0.4666667,0.7500000,392
TOYOTA,Caldina,Universal,Petrol,Automatic,Front,04-May,Right-hand drive,Silver,No,TOYOTA,CALDINA,UNIVERSAL,PETROL,AUTOMATIC,FRONT,4,RIGHT-HAND DRIVE,SILVER,NO,14378.2583811,18731.3470782,22215.4061199,17162.3155529,16011.0486705,20599.3767854,17089.9312887,8945.6475385,15333.5653059,23533.4518021,-,2003,2,112000 km,4.0000000,4,0,2003,2.0000000,0,112000,4.0000000,4,0.0000000,0.7901235,0.1000000,0.0000522,0.2000000,0.2500000,8154
HYUNDAI,Tucson,Jeep,Petrol,Tiptronic,4x4,04-May,Left wheel,White,Yes,HYUNDAI,TUCSON,JEEP,PETROL,TIPTRONIC,4X4,4,LEFT WHEEL,WHITE,YES,21956.5739967,30227.4491721,23520.2505712,17162.3155529,25387.1017835,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,-,2010,2.4,180000 km,4.0000000,10,0,2010,2.4000000,0,180000,4.0000000,10,0.0000000,0.8765432,0.1200000,0.0000838,0.2000000,0.6250000,29793
TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Left wheel,White,No,TOYOTA,PRIUS,HATCHBACK,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,NO,14378.2583811,11460.6154719,11346.8436235,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,23533.4518021,761,2010,1.8,196121 km,4.0000000,8,761,2010,1.8000000,0,196121,4.0000000,8,0.0649650,0.8765432,0.0900000,0.0000913,0.2000000,0.5000000,14113
HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,TUCSON,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,30227.4491721,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,891,2016,2,27243 km,4.0000000,4,891,2016,2.0000000,0,27243,4.0000000,4,0.0760628,0.9506173,0.1000000,0.0000127,0.2000000,0.2500000,29633
LEXUS,GX 470,Sedan,Petrol,Automatic,4x4,04-May,Left wheel,White,Yes,LEXUS,GX 470,SEDAN,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,WHITE,YES,19295.3661710,20186.1686561,14159.5858168,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,1514,2011,4.6,202048 km,8.0000000,0,1514,2011,4.6000000,0,202048,8.0000000,0,0.1292471,0.8888889,0.2300000,0.0000941,0.4666667,0.0000000,392
TOYOTA,Aqua s,Sedan,Hybrid,Automatic,Front,04-May,Right-hand drive,Silver,No,TOYOTA,AQUA S,SEDAN,HYBRID,AUTOMATIC,FRONT,4,RIGHT-HAND DRIVE,SILVER,NO,14378.2583811,16585.5511163,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,8945.6475385,15333.5653059,23533.4518021,1266,2014,1.5,133000 km,4.0000000,5,1266,2014,1.5000000,0,133000,4.0000000,5,0.1080758,0.9259259,0.0750000,0.0000619,0.2000000,0.3125000,11447
HYUNDAI,Elantra LIMITED,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,ELANTRA LIMITED,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,19119.9211907,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,-,2013,1.8,123200 km,4.0000000,6,0,2013,1.8000000,0,123200,4.0000000,6,0.0000000,0.9135802,0.0900000,0.0000574,0.2000000,0.3750000,20071
BMW,X5,Sedan,Petrol,Automatic,4x4,04-May,Left wheel,Black,Yes,BMW,X5,SEDAN,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,BLACK,YES,21076.6479150,16891.8490893,14159.5858168,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1301,2014,4.4,247877 km,8.0000000,0,1301,2014,4.4000000,0,247877,8.0000000,0,0.1110637,0.9259259,0.2200000,0.0001154,0.4666667,0.0000000,784
HONDA,Insight,Hatchback,Hybrid,Variator,Front,04-May,Right-hand drive,Silver,No,HONDA,INSIGHT,HATCHBACK,HYBRID,VARIATOR,FRONT,4,RIGHT-HAND DRIVE,SILVER,NO,14390.6988168,8448.3061450,11346.8436235,10903.2491977,15129.3860444,20599.3767854,17089.9312887,8945.6475385,15333.5653059,23533.4518021,-,2009,1.3,180000 km,4.0000000,4,0,2009,1.3000000,0,180000,4.0000000,4,0.0000000,0.8641975,0.0650000,0.0000838,0.2000000,0.2500000,8624
